Packet_Nbre,Cycle,HPM0,HPM2,HPM3,HPM4,HPM5,HPM6,HPM7,HPM8,HPM9,HPM10,HPM11
Buf_over,81828.0,81828.0,26474.0,757.0,180.0,25978.0,4341.0,3880.0,2217.0,4275.0,1979.0,16954.0
Buf_over,68331.0,68331.0,22190.0,652.0,138.0,21818.0,3627.0,3208.0,1923.0,3540.0,1685.0,14371.0
Buf_over,73193.0,73193.0,23822.0,692.0,154.0,23339.0,3899.0,3464.0,2035.0,3820.0,1797.0,15355.0
Buf_over,76088.0,76088.0,25250.0,727.0,168.0,24065.0,4137.0,3688.0,2133.0,4065.0,1895.0,16216.0
Buf_over,73703.0,73703.0,24434.0,707.0,160.0,23281.0,4001.0,3560.0,2077.0,3925.0,1839.0,15724.0
Buf_over,89041.0,89041.0,29652.0,833.0,210.0,28195.0,4859.0,4367.0,2432.0,4820.0,2199.0,18850.0
Buf_over,83203.0,83203.0,27698.0,787.0,192.0,26325.0,4545.0,4072.0,2301.0,4485.0,2063.0,17692.0
Buf_over,80653.0,80653.0,26882.0,767.0,184.0,25455.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,86233.0,86233.0,28718.0,812.0,202.0,27250.0,4715.0,4232.0,2371.0,4660.0,2133.0,18307.0
Buf_over,83929.0,83929.0,27698.0,787.0,192.0,26675.0,4545.0,4072.0,2301.0,4485.0,2063.0,17692.0
Buf_over,84134.0,84134.0,27494.0,782.0,190.0,26566.0,4511.0,4040.0,2287.0,4450.0,2049.0,17569.0
Buf_over,78223.0,78223.0,26066.0,747.0,176.0,24677.0,4273.0,3816.0,2189.0,4205.0,1951.0,16708.0
Buf_over,74581.0,74581.0,24842.0,717.0,164.0,23497.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,87776.0,87776.0,29330.0,827.0,208.0,27699.0,4817.0,4328.0,2413.0,4765.0,2175.0,18676.0
Buf_over,83583.0,83583.0,27902.0,792.0,194.0,26362.0,4579.0,4104.0,2315.0,4520.0,2077.0,17815.0
Buf_over,67376.0,67376.0,22394.0,657.0,140.0,21205.0,3661.0,3240.0,1937.0,3575.0,1699.0,14494.0
Buf_over,72185.0,72185.0,24026.0,697.0,156.0,22733.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,81187.0,81187.0,27086.0,772.0,186.0,25598.0,4443.0,3976.0,2259.0,4380.0,2021.0,17323.0
Buf_over,70371.0,70371.0,23414.0,682.0,150.0,22160.0,3831.0,3400.0,2007.0,3750.0,1769.0,15109.0
Buf_over,82984.0,82984.0,27698.0,787.0,192.0,26171.0,4545.0,4072.0,2301.0,4485.0,2063.0,17692.0
Buf_over,71586.0,71586.0,23822.0,692.0,154.0,22542.0,3899.0,3464.0,2035.0,3820.0,1797.0,15355.0
Buf_over,78774.0,78774.0,26270.0,752.0,178.0,24834.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,84182.0,84182.0,28106.0,797.0,196.0,26553.0,4613.0,4136.0,2329.0,4555.0,2091.0,17938.0
Buf_over,69190.0,69190.0,23006.0,672.0,146.0,21778.0,3763.0,3336.0,1979.0,3680.0,1741.0,14863.0
Buf_over,81786.0,81786.0,27290.0,777.0,188.0,25789.0,4477.0,4008.0,2273.0,4415.0,2035.0,17446.0
Buf_over,67975.0,67975.0,22598.0,662.0,142.0,21396.0,3695.0,3272.0,1951.0,3610.0,1713.0,14617.0
Buf_over,67975.0,67975.0,22598.0,662.0,142.0,21396.0,3695.0,3272.0,1951.0,3610.0,1713.0,14617.0
Buf_over,69224.0,69224.0,23006.0,673.0,146.0,21778.0,3763.0,3336.0,1979.0,3680.0,1741.0,14863.0
Buf_over,87211.0,87211.0,29126.0,823.0,206.0,27508.0,4783.0,4296.0,2399.0,4730.0,2161.0,18553.0
Buf_over,81935.0,81935.0,27290.0,780.0,188.0,25789.0,4477.0,4008.0,2273.0,4415.0,2035.0,17446.0
Buf_over,72313.0,72313.0,23822.0,706.0,154.0,22542.0,3899.0,3464.0,2035.0,3820.0,1797.0,15355.0
Buf_over,79475.0,79475.0,26474.0,758.0,180.0,25025.0,4341.0,3880.0,2217.0,4275.0,1979.0,16954.0
Buf_over,81786.0,81786.0,27290.0,777.0,188.0,25789.0,4477.0,4008.0,2273.0,4415.0,2035.0,17446.0
Buf_over,70970.0,70970.0,23618.0,687.0,152.0,22351.0,3865.0,3432.0,2021.0,3785.0,1783.0,15232.0
Buf_over,78192.0,78192.0,26066.0,747.0,176.0,24643.0,4273.0,3816.0,2189.0,4205.0,1951.0,16708.0
Buf_over,81772.0,81772.0,27290.0,777.0,188.0,25789.0,4477.0,4008.0,2273.0,4415.0,2035.0,17446.0
Buf_over,79989.0,79989.0,26678.0,762.0,182.0,25216.0,4375.0,3912.0,2231.0,4310.0,1993.0,17077.0
Buf_over,76384.0,76384.0,25454.0,732.0,170.0,24070.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,68008.0,68008.0,22598.0,662.0,142.0,21396.0,3695.0,3272.0,1951.0,3610.0,1713.0,14617.0
Buf_over,72168.0,72168.0,24026.0,697.0,156.0,22733.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,73998.0,73998.0,24638.0,712.0,162.0,23306.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,80588.0,80588.0,26882.0,767.0,184.0,25407.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,65582.0,65582.0,21782.0,642.0,134.0,20632.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,84781.0,84781.0,28310.0,802.0,198.0,26744.0,4647.0,4168.0,2343.0,4590.0,2105.0,18061.0
Buf_over,79389.0,79389.0,26474.0,757.0,180.0,25025.0,4341.0,3880.0,2217.0,4275.0,1979.0,16954.0
Buf_over,66794.0,66794.0,22190.0,652.0,138.0,21014.0,3627.0,3208.0,1923.0,3540.0,1685.0,14371.0
Buf_over,64381.0,64381.0,21374.0,632.0,130.0,20250.0,3491.0,3080.0,1867.0,3400.0,1629.0,13879.0
Buf_over,71569.0,71569.0,23822.0,692.0,154.0,22542.0,3899.0,3464.0,2035.0,3820.0,1797.0,15355.0
Buf_over,76994.0,76994.0,25658.0,737.0,172.0,24261.0,4205.0,3752.0,2161.0,4135.0,1923.0,16462.0
Buf_over,66178.0,66178.0,21986.0,647.0,136.0,20823.0,3593.0,3176.0,1909.0,3505.0,1671.0,14248.0
Buf_over,83583.0,83583.0,27902.0,792.0,194.0,26362.0,4579.0,4104.0,2315.0,4520.0,2077.0,17815.0
Buf_over,75187.0,75187.0,25046.0,722.0,166.0,23688.0,4103.0,3656.0,2119.0,4030.0,1881.0,16093.0
Buf_over,72769.0,72769.0,24026.0,697.0,156.0,22733.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,81786.0,81786.0,27086.0,772.0,186.0,25898.0,4443.0,3976.0,2259.0,4380.0,2021.0,17323.0
Buf_over,78809.0,78809.0,26270.0,752.0,178.0,24851.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,79373.0,79373.0,26474.0,757.0,180.0,25025.0,4341.0,3880.0,2217.0,4275.0,1979.0,16954.0
Buf_over,82984.0,82984.0,27698.0,787.0,192.0,26171.0,4545.0,4072.0,2301.0,4485.0,2063.0,17692.0
Buf_over,88675.0,88675.0,29652.0,833.0,210.0,27993.0,4859.0,4367.0,2432.0,4820.0,2199.0,18850.0
Buf_over,65579.0,65579.0,21782.0,642.0,134.0,20632.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,84188.0,84188.0,27290.0,777.0,188.0,26377.0,4477.0,4008.0,2273.0,4415.0,2035.0,17446.0
Buf_over,85439.0,85439.0,28514.0,807.0,200.0,26966.0,4681.0,4200.0,2357.0,4625.0,2119.0,18184.0
Buf_over,82385.0,82385.0,27494.0,782.0,190.0,25980.0,4511.0,4040.0,2287.0,4450.0,2049.0,17569.0
Buf_over,66793.0,66793.0,22190.0,652.0,138.0,21014.0,3627.0,3208.0,1923.0,3540.0,1685.0,14371.0
Buf_over,74581.0,74581.0,24842.0,717.0,164.0,23497.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,78791.0,78791.0,26270.0,752.0,178.0,24834.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,74581.0,74581.0,24842.0,717.0,164.0,23497.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,88675.0,88675.0,29652.0,833.0,210.0,27993.0,4859.0,4367.0,2432.0,4820.0,2199.0,18850.0
Buf_over,86578.0,86578.0,28922.0,817.0,204.0,27317.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,77609.0,77609.0,25862.0,742.0,174.0,24452.0,4239.0,3784.0,2175.0,4170.0,1937.0,16585.0
Buf_over,78774.0,78774.0,26270.0,752.0,178.0,24834.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,86578.0,86578.0,28922.0,817.0,204.0,27317.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,78791.0,78791.0,26270.0,752.0,178.0,24834.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,73982.0,73982.0,24638.0,712.0,162.0,23306.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,72784.0,72784.0,24230.0,702.0,158.0,22924.0,3967.0,3528.0,2063.0,3890.0,1825.0,15601.0
Buf_over,76378.0,76378.0,25454.0,732.0,170.0,24070.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,74581.0,74581.0,24842.0,717.0,164.0,23497.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,88675.0,88675.0,29652.0,833.0,210.0,27993.0,4859.0,4367.0,2432.0,4820.0,2199.0,18850.0
Buf_over,69191.0,69191.0,23006.0,672.0,146.0,21778.0,3763.0,3336.0,1979.0,3680.0,1741.0,14863.0
Buf_over,72168.0,72168.0,24026.0,697.0,156.0,22733.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,71959.0,71959.0,23414.0,682.0,150.0,22989.0,3831.0,3400.0,2007.0,3750.0,1769.0,15109.0
Buf_over,66728.0,66728.0,21578.0,637.0,132.0,21195.0,3525.0,3112.0,1881.0,3435.0,1643.0,14002.0
Buf_over,72541.0,72541.0,23414.0,682.0,150.0,23146.0,3831.0,3400.0,2007.0,3750.0,1769.0,15109.0
Buf_over,64426.0,64426.0,21374.0,632.0,130.0,20295.0,3491.0,3080.0,1867.0,3400.0,1629.0,13879.0
Buf_over,74429.0,74429.0,24230.0,702.0,158.0,23450.0,3967.0,3528.0,2063.0,3890.0,1825.0,15601.0
Buf_over,66190.0,66190.0,21578.0,637.0,132.0,21062.0,3525.0,3112.0,1881.0,3435.0,1643.0,14002.0
Buf_over,69346.0,69346.0,22394.0,657.0,140.0,21909.0,3661.0,3240.0,1937.0,3575.0,1699.0,14494.0
Buf_over,76532.0,76532.0,25454.0,732.0,170.0,24177.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,65853.0,65853.0,21782.0,642.0,134.0,20785.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,84487.0,84487.0,28106.0,797.0,196.0,26733.0,4613.0,4136.0,2329.0,4555.0,2091.0,17938.0
Buf_over,82633.0,82633.0,27494.0,782.0,190.0,26149.0,4511.0,4040.0,2287.0,4450.0,2049.0,17569.0
Buf_over,83821.0,83821.0,27902.0,792.0,194.0,26508.0,4579.0,4104.0,2315.0,4520.0,2077.0,17815.0
Buf_over,65818.0,65818.0,21782.0,642.0,134.0,20781.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,79111.0,79111.0,26270.0,752.0,178.0,25029.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,79444.0,79444.0,25454.0,732.0,170.0,24848.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,71252.0,71252.0,22802.0,667.0,144.0,22855.0,3729.0,3304.0,1965.0,3645.0,1727.0,14740.0
Buf_over,66189.0,66189.0,21374.0,632.0,130.0,21188.0,3491.0,3080.0,1867.0,3400.0,1629.0,13879.0
Buf_over,80017.0,80017.0,26678.0,762.0,182.0,25261.0,4375.0,3912.0,2231.0,4310.0,1993.0,17077.0
Buf_over,75514.0,75514.0,24842.0,717.0,164.0,23977.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,85638.0,85638.0,27698.0,787.0,192.0,27515.0,4545.0,4072.0,2301.0,4485.0,2063.0,17692.0
Buf_over,78845.0,78845.0,25454.0,732.0,170.0,25042.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,86321.0,86321.0,27902.0,792.0,194.0,27733.0,4579.0,4104.0,2315.0,4520.0,2077.0,17815.0
Buf_over,73248.0,73248.0,24230.0,702.0,158.0,23187.0,3967.0,3528.0,2063.0,3890.0,1825.0,15601.0
Buf_over,68842.0,68842.0,22802.0,667.0,144.0,21742.0,3729.0,3304.0,1965.0,3645.0,1727.0,14740.0
Buf_over,82110.0,82110.0,27290.0,777.0,188.0,25924.0,4477.0,4008.0,2273.0,4415.0,2035.0,17446.0
Buf_over,64699.0,64699.0,21374.0,632.0,130.0,20432.0,3491.0,3080.0,1867.0,3400.0,1629.0,13879.0
Buf_over,75371.0,75371.0,25046.0,722.0,166.0,23814.0,4103.0,3656.0,2119.0,4030.0,1881.0,16093.0
Buf_over,78805.0,78805.0,26270.0,752.0,178.0,24865.0,4307.0,3848.0,2203.0,4240.0,1965.0,16831.0
Buf_over,75325.0,75325.0,25046.0,722.0,166.0,23747.0,4103.0,3656.0,2119.0,4030.0,1881.0,16093.0
Buf_over,64553.0,64553.0,21374.0,632.0,130.0,20371.0,3491.0,3080.0,1867.0,3400.0,1629.0,13879.0
Buf_over,81575.0,81575.0,26678.0,762.0,182.0,26020.0,4375.0,3912.0,2231.0,4310.0,1993.0,17077.0
Buf_over,80942.0,80942.0,26678.0,762.0,182.0,25420.0,4375.0,3912.0,2231.0,4310.0,1993.0,17077.0
Buf_over,64412.0,64412.0,21374.0,632.0,130.0,20267.0,3491.0,3080.0,1867.0,3400.0,1629.0,13879.0
Buf_over,78175.0,78175.0,26066.0,747.0,176.0,24643.0,4273.0,3816.0,2189.0,4205.0,1951.0,16708.0
Buf_over,80588.0,80588.0,26882.0,767.0,184.0,25407.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,80587.0,80587.0,26882.0,767.0,184.0,25407.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,73985.0,73985.0,24638.0,712.0,162.0,23306.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,76378.0,76378.0,25454.0,732.0,170.0,24070.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,88692.0,88692.0,29652.0,833.0,210.0,27993.0,4859.0,4367.0,2432.0,4820.0,2199.0,18850.0
Buf_over,73982.0,73982.0,24638.0,712.0,162.0,23306.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,69173.0,69173.0,23006.0,672.0,146.0,21778.0,3763.0,3336.0,1979.0,3680.0,1741.0,14863.0
Buf_over,85396.0,85396.0,28514.0,807.0,200.0,26935.0,4681.0,4200.0,2357.0,4625.0,2119.0,18184.0
Buf_over,84182.0,84182.0,28106.0,797.0,196.0,26553.0,4613.0,4136.0,2329.0,4555.0,2091.0,17938.0
Buf_over,78192.0,78192.0,26066.0,747.0,176.0,24643.0,4273.0,3816.0,2189.0,4205.0,1951.0,16708.0
Buf_over,87177.0,87177.0,29126.0,822.0,206.0,27508.0,4783.0,4296.0,2399.0,4730.0,2161.0,18553.0
Buf_over,79373.0,79373.0,26474.0,757.0,180.0,25025.0,4341.0,3880.0,2217.0,4275.0,1979.0,16954.0
Buf_over,70388.0,70388.0,23414.0,682.0,150.0,22160.0,3831.0,3400.0,2007.0,3750.0,1769.0,15109.0
Buf_over,86612.0,86612.0,28922.0,818.0,204.0,27317.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,80622.0,80622.0,26882.0,768.0,184.0,25407.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,88811.0,88811.0,29652.0,836.0,210.0,27993.0,4859.0,4367.0,2432.0,4820.0,2199.0,18850.0
Buf_over,77193.0,77193.0,25454.0,748.0,170.0,24070.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,72869.0,72869.0,24230.0,703.0,158.0,22924.0,3967.0,3528.0,2063.0,3890.0,1825.0,15601.0
Buf_over,77593.0,77593.0,25862.0,742.0,174.0,24452.0,4239.0,3784.0,2175.0,4170.0,1937.0,16585.0
Buf_over,88675.0,88675.0,29652.0,833.0,210.0,27993.0,4859.0,4367.0,2432.0,4820.0,2199.0,18850.0
Buf_over,66777.0,66777.0,22190.0,652.0,138.0,21014.0,3627.0,3208.0,1923.0,3540.0,1685.0,14371.0
Buf_over,69190.0,69190.0,23006.0,672.0,146.0,21778.0,3763.0,3336.0,1979.0,3680.0,1741.0,14863.0
Buf_over,67991.0,67991.0,22598.0,662.0,142.0,21396.0,3695.0,3272.0,1951.0,3610.0,1713.0,14617.0
Buf_over,72185.0,72185.0,24026.0,697.0,156.0,22733.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,75779.0,75779.0,25250.0,727.0,168.0,23879.0,4137.0,3688.0,2133.0,4065.0,1895.0,16216.0
Buf_over,76378.0,76378.0,25454.0,732.0,170.0,24070.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,76378.0,76378.0,25454.0,732.0,170.0,24070.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,82984.0,82984.0,27698.0,787.0,192.0,26171.0,4545.0,4072.0,2301.0,4485.0,2063.0,17692.0
Buf_over,65579.0,65579.0,21782.0,642.0,134.0,20632.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,87793.0,87793.0,29330.0,827.0,208.0,27699.0,4817.0,4328.0,2413.0,4765.0,2175.0,18676.0
Buf_over,73366.0,73366.0,24434.0,707.0,160.0,23115.0,4001.0,3560.0,2077.0,3925.0,1839.0,15724.0
Buf_over,76395.0,76395.0,25454.0,732.0,170.0,24070.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,73998.0,73998.0,24638.0,712.0,162.0,23306.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,74581.0,74581.0,24842.0,717.0,164.0,23497.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,67376.0,67376.0,22394.0,657.0,140.0,21205.0,3661.0,3240.0,1937.0,3575.0,1699.0,14494.0
Buf_over,74581.0,74581.0,24842.0,717.0,164.0,23497.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,77576.0,77576.0,25862.0,742.0,174.0,24452.0,4239.0,3784.0,2175.0,4170.0,1937.0,16585.0
Buf_over,81974.0,81974.0,27290.0,777.0,188.0,25789.0,4477.0,4008.0,2273.0,4415.0,2035.0,17446.0
Buf_over,74522.0,74522.0,24638.0,712.0,162.0,23382.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,64834.0,64834.0,21374.0,632.0,130.0,20476.0,3491.0,3080.0,1867.0,3400.0,1629.0,13879.0
Buf_over,75198.0,75198.0,25046.0,722.0,166.0,23705.0,4103.0,3656.0,2119.0,4030.0,1881.0,16093.0
Buf_over,64980.0,64980.0,21578.0,637.0,132.0,20441.0,3525.0,3112.0,1881.0,3435.0,1643.0,14002.0
Buf_over,87776.0,87776.0,29330.0,827.0,208.0,27699.0,4817.0,4328.0,2413.0,4765.0,2175.0,18676.0
Buf_over,75180.0,75180.0,25046.0,722.0,166.0,23688.0,4103.0,3656.0,2119.0,4030.0,1881.0,16093.0
Buf_over,80588.0,80588.0,26882.0,767.0,184.0,25407.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,84889.0,84889.0,27698.0,787.0,192.0,26757.0,4545.0,4072.0,2301.0,4485.0,2063.0,17692.0
Buf_over,66695.0,66695.0,21986.0,647.0,136.0,20856.0,3593.0,3176.0,1909.0,3505.0,1671.0,14248.0
Buf_over,73400.0,73400.0,24434.0,707.0,160.0,23115.0,4001.0,3560.0,2077.0,3925.0,1839.0,15724.0
Buf_over,77576.0,77576.0,25862.0,742.0,174.0,24452.0,4239.0,3784.0,2175.0,4170.0,1937.0,16585.0
Buf_over,66178.0,66178.0,21986.0,647.0,136.0,20823.0,3593.0,3176.0,1909.0,3505.0,1671.0,14248.0
Buf_over,70388.0,70388.0,23414.0,682.0,150.0,22160.0,3831.0,3400.0,2007.0,3750.0,1769.0,15109.0
Buf_over,67376.0,67376.0,22394.0,657.0,140.0,21205.0,3661.0,3240.0,1937.0,3575.0,1699.0,14494.0
Buf_over,80588.0,80588.0,26882.0,767.0,184.0,25407.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,67376.0,67376.0,22394.0,657.0,140.0,21205.0,3661.0,3240.0,1937.0,3575.0,1699.0,14494.0
Buf_over,66777.0,66777.0,22190.0,652.0,138.0,21014.0,3627.0,3208.0,1923.0,3540.0,1685.0,14371.0
Buf_over,75180.0,75180.0,25046.0,722.0,166.0,23688.0,4103.0,3656.0,2119.0,4030.0,1881.0,16093.0
Buf_over,68574.0,68574.0,22802.0,667.0,144.0,21587.0,3729.0,3304.0,1965.0,3645.0,1727.0,14740.0
Buf_over,77593.0,77593.0,25862.0,742.0,174.0,24452.0,4239.0,3784.0,2175.0,4170.0,1937.0,16585.0
Buf_over,69772.0,69772.0,23210.0,677.0,148.0,21969.0,3797.0,3368.0,1993.0,3715.0,1755.0,14986.0
Buf_over,70388.0,70388.0,23414.0,682.0,150.0,22160.0,3831.0,3400.0,2007.0,3750.0,1769.0,15109.0
Buf_over,88691.0,88691.0,29652.0,833.0,210.0,27993.0,4859.0,4367.0,2432.0,4820.0,2199.0,18850.0
Buf_over,80588.0,80588.0,26882.0,767.0,184.0,25407.0,4409.0,3944.0,2245.0,4345.0,2007.0,17200.0
Buf_over,81187.0,81187.0,27086.0,772.0,186.0,25598.0,4443.0,3976.0,2259.0,4380.0,2021.0,17323.0
Buf_over,79373.0,79373.0,26474.0,757.0,180.0,25025.0,4341.0,3880.0,2217.0,4275.0,1979.0,16954.0
Buf_over,76378.0,76378.0,25454.0,732.0,170.0,24070.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,72185.0,72185.0,24026.0,697.0,156.0,22733.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,84782.0,84782.0,28310.0,802.0,198.0,26744.0,4647.0,4168.0,2343.0,4590.0,2105.0,18061.0
Buf_over,85707.0,85707.0,27902.0,792.0,194.0,27456.0,4579.0,4104.0,2315.0,4520.0,2077.0,17815.0
Buf_over,78227.0,78227.0,25250.0,727.0,168.0,24820.0,4137.0,3688.0,2133.0,4065.0,1895.0,16216.0
Buf_over,69980.0,69980.0,23006.0,672.0,146.0,22204.0,3763.0,3336.0,1979.0,3680.0,1741.0,14863.0
Buf_over,77751.0,77751.0,25454.0,732.0,170.0,24465.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,69990.0,69990.0,22802.0,667.0,144.0,22295.0,3729.0,3304.0,1965.0,3645.0,1727.0,14740.0
Buf_over,71810.0,71810.0,23210.0,677.0,148.0,22716.0,3797.0,3368.0,1993.0,3715.0,1755.0,14986.0
Buf_over,84965.0,84965.0,28310.0,802.0,198.0,26866.0,4647.0,4168.0,2343.0,4590.0,2105.0,18061.0
Buf_over,71235.0,71235.0,23618.0,687.0,152.0,22510.0,3865.0,3432.0,2021.0,3785.0,1783.0,15232.0
Buf_over,67068.0,67068.0,22190.0,652.0,138.0,21180.0,3627.0,3208.0,1923.0,3540.0,1685.0,14371.0
Buf_over,69982.0,69982.0,23210.0,677.0,148.0,22101.0,3797.0,3368.0,1993.0,3715.0,1755.0,14986.0
Buf_over,86890.0,86890.0,28922.0,817.0,204.0,27488.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,65866.0,65866.0,21782.0,642.0,134.0,20809.0,3559.0,3144.0,1895.0,3470.0,1657.0,14125.0
Buf_over,68749.0,68749.0,22802.0,667.0,144.0,21694.0,3729.0,3304.0,1965.0,3645.0,1727.0,14740.0
Buf_over,84751.0,84751.0,27494.0,782.0,190.0,26599.0,4511.0,4040.0,2287.0,4450.0,2049.0,17569.0
Buf_over,89052.0,89052.0,28514.0,807.0,200.0,28501.0,4681.0,4200.0,2357.0,4625.0,2119.0,18184.0
Buf_over,75139.0,75139.0,24434.0,707.0,160.0,24036.0,4001.0,3560.0,2077.0,3925.0,1839.0,15724.0
Buf_over,74626.0,74626.0,24842.0,717.0,164.0,23542.0,4069.0,3624.0,2105.0,3995.0,1867.0,15970.0
Buf_over,82777.0,82777.0,27086.0,772.0,186.0,26389.0,4443.0,3976.0,2259.0,4380.0,2021.0,17323.0
Buf_over,71776.0,71776.0,23210.0,677.0,148.0,22997.0,3797.0,3368.0,1993.0,3715.0,1755.0,14986.0
Buf_over,74492.0,74492.0,24026.0,697.0,156.0,23638.0,3933.0,3496.0,2049.0,3855.0,1811.0,15478.0
Buf_over,65499.0,65499.0,21374.0,632.0,130.0,20823.0,3491.0,3080.0,1867.0,3400.0,1629.0,13879.0
Buf_over,83722.0,83722.0,27290.0,777.0,188.0,26732.0,4477.0,4008.0,2273.0,4415.0,2035.0,17446.0
Buf_over,76117.0,76117.0,25250.0,727.0,168.0,24091.0,4137.0,3688.0,2133.0,4065.0,1895.0,16216.0
Buf_over,71297.0,71297.0,23618.0,687.0,152.0,22520.0,3865.0,3432.0,2021.0,3785.0,1783.0,15232.0
Buf_over,76717.0,76717.0,25454.0,732.0,170.0,24262.0,4171.0,3720.0,2147.0,4100.0,1909.0,16339.0
Buf_over,86814.0,86814.0,28922.0,817.0,204.0,27474.0,4749.0,4264.0,2385.0,4695.0,2147.0,18430.0
Buf_over,77651.0,77651.0,25862.0,742.0,174.0,24510.0,4239.0,3784.0,2175.0,4170.0,1937.0,16585.0
Buf_over,75931.0,75931.0,25250.0,727.0,168.0,23952.0,4137.0,3688.0,2133.0,4065.0,1895.0,16216.0
Buf_over,83233.0,83233.0,27698.0,787.0,192.0,26323.0,4545.0,4072.0,2301.0,4485.0,2063.0,17692.0
Buf_over,80722.0,80722.0,26066.0,747.0,176.0,25620.0,4273.0,3816.0,2189.0,4205.0,1951.0,16708.0
Buf_over,77057.0,77057.0,25658.0,737.0,172.0,24326.0,4205.0,3752.0,2161.0,4135.0,1923.0,16462.0
Buf_over,71586.0,71586.0,23822.0,692.0,154.0,22542.0,3899.0,3464.0,2035.0,3820.0,1797.0,15355.0
Buf_over,73383.0,73383.0,24434.0,707.0,160.0,23115.0,4001.0,3560.0,2077.0,3925.0,1839.0,15724.0
Buf_over,73982.0,73982.0,24638.0,712.0,162.0,23306.0,4035.0,3592.0,2091.0,3960.0,1853.0,15847.0
Buf_over,71569.0,71569.0,23822.0,692.0,154.0,22542.0,3899.0,3464.0,2035.0,3820.0,1797.0,15355.0
Buf_over,87809.0,87809.0,29330.0,827.0,208.0,27699.0,4817.0,4328.0,2413.0,4765.0,2175.0,18676.0
Buf_over,78182.0,78182.0,26066.0,747.0,176.0,24643.0,4273.0,3816.0,2189.0,4205.0,1951.0,16708.0
